Centers,Day,Gender,Age,AverageAttentiontime,Sumofattentiontime,Watchercount
Site3,Day10,Female,Child,2.05,276348.2,134804
Site3,Day10,Female,Young,2.32,1391928.08,599969
Site3,Day10,Female,Adult,2.51,569800.12,227012
Site3,Day10,Female,Senior,2.73,248181.57,90909
Site3,Day11,Male,Child,1.98,387109.8,195510
Site3,Day11,Male,Young,2.26,1052400.64,465664
Site3,Day11,Male,Adult,2.45,926254.35,378063
Site3,Day11,Male,Senior,2.98,291229.44,97728
Site3,Day11,Female,Child,2.05,432172.8,210816
Site3,Day11,Female,Young,2.32,1546767.2,666710
Site3,Day11,Female,Adult,2.51,707488.68,281868
Site3,Day11,Female,Senior,2.73,303603.3,111210
Site3,Day12,Male,Child,1.98,287329.68,145116
Site3,Day12,Male,Young,2.26,812207.84,359384
Site3,Day12,Male,Adult,2.45,676604.25,276165
Site3,Day12,Male,Senior,2.98,227999.8,76510
Site3,Day12,Female,Child,2.05,337708.8,164736
Site3,Day12,Female,Young,2.32,1159710,499875
Site3,Day12,Female,Adult,2.51,564423.7,224870
Site3,Day12,Female,Senior,2.73,287359.8,105260
Site3,Day13,Male,Child,1.98,513821.88,259506
Site3,Day13,Male,Young,2.26,1757602,777700
Site3,Day13,Male,Adult,2.45,1266973.4,517132
Site3,Day13,Male,Senior,2.98,350090.4,117480
Site3,Day13,Female,Child,2.05,582169.25,283985
Site3,Day13,Female,Young,2.32,2183913.44,941342
Site3,Day13,Female,Adult,2.51,945311.18,376618
Site3,Day13,Female,Senior,2.73,561604.68,205716
Site3,Day14,Male,Child,1.98,464438.7,234565
Site3,Day14,Male,Young,2.26,1196532.14,529439
Site3,Day14,Male,Adult,2.45,943666.5,385170
Site3,Day14,Male,Senior,2.98,300086,100700
Site3,Day14,Female,Child,2.05,470936.25,229725
Site3,Day14,Female,Young,2.32,2100910.8,905565
Site3,Day14,Female,Adult,2.51,904754.6,360460
Site3,Day14,Female,Senior,2.73,439999.56,161172
Site3,Day15,Male,Child,1.98,244809.18,123641
Site3,Day15,Male,Young,2.26,688888.68,304818
Site3,Day15,Male,Adult,2.45,570382.05,232809
Site3,Day15,Male,Senior,2.98,169287.84,56808
Site3,Day15,Female,Child,2.05,280128.4,136648
Site3,Day15,Female,Young,2.32,1147931.36,494798
Site3,Day15,Female,Adult,2.51,504791.12,201112
Site3,Day15,Female,Senior,2.73,221588.64,81168
Site3,Day16,Male,Child,1.98,277992,140400
Site3,Day16,Male,Young,2.26,703004.64,311064
Site3,Day16,Male,Adult,2.45,575333.5,234830
Site3,Day16,Male,Senior,2.98,210349.26,70587
Site3,Day16,Female,Child,2.05,259966.65,126813
Site3,Day16,Female,Young,2.32,1307737.6,563680
Site3,Day16,Female,Adult,2.51,531249.03,211653
Site3,Day16,Female,Senior,2.73,277406.22,101614
Site3,Day17,Male,Child,1.98,268004.88,135356
Site3,Day17,Male,Young,2.26,763021.2,337620
Site3,Day17,Male,Adult,2.45,734926.5,299970
Site3,Day17,Male,Senior,2.98,191956.7,64415
Site3,Day17,Female,Child,2.05,267672.6,130572
Site3,Day17,Female,Young,2.32,1085184.64,467752
Site3,Day17,Female,Adult,2.51,549599.64,218964
Site3,Day17,Female,Senior,2.73,306215.91,112167
Site3,Day18,Male,Child,1.98,315057.6,159120
Site3,Day18,Male,Young,2.26,1067429.64,472314
Site3,Day18,Male,Adult,2.45,733236,299280
Site3,Day18,Male,Senior,2.98,296664.96,99552
Site3,Day18,Female,Child,2.05,426883.8,208236
Site3,Day18,Female,Young,2.32,1514850.96,652953
Site3,Day18,Female,Adult,2.51,640388.85,255135
Site3,Day18,Female,Senior,2.73,298165.14,109218
Site3,Day19,Male,Child,1.98,288018.72,145464
Site3,Day19,Male,Young,2.26,880518.6,389610
Site3,Day19,Male,Adult,2.45,645432.9,263442
Site3,Day19,Male,Senior,2.98,187960.52,63074
Site3,Day19,Female,Child,2.05,299054,145880
Site3,Day19,Female,Young,2.32,1105303.68,476424
Site3,Day19,Female,Adult,2.51,512260.88,204088
Site3,Day19,Female,Senior,2.73,270248.16,98992
Site3,Day20,Male,Child,1.98,594053.46,300027
Site3,Day20,Male,Young,2.26,1534632.66,679041
Site3,Day20,Male,Adult,2.45,1106723.8,451724
Site3,Day20,Male,Senior,2.98,398521.36,133732
Site3,Day20,Female,Child,2.05,554115,270300
Site3,Day20,Female,Young,2.32,2121633.04,914497
Site3,Day20,Female,Adult,2.51,863552.95,344045
Site3,Day20,Female,Senior,2.73,490671.09,179733
Site3,Day21,Male,Child,1.98,380540.16,192192
Site3,Day21,Male,Young,2.26,1329173.8,588130
Site3,Day21,Male,Adult,2.45,1009635.2,412096
Site3,Day21,Male,Senior,2.98,310039.2,104040
Site3,Day21,Female,Child,2.05,417000.75,203415
Site3,Day21,Female,Young,2.32,1721453.92,742006
Site3,Day21,Female,Adult,2.51,782010.58,311558
Site3,Day21,Female,Senior,2.73,381817.8,139860
Site3,Day22,Male,Child,1.98,211642.2,106890
Site3,Day22,Male,Young,2.26,655580.8,290080
Site3,Day22,Male,Adult,2.45,616714,251720
Site3,Day22,Male,Senior,2.98,191596.12,64294
Site3,Day22,Female,Child,2.05,239050.5,116610
Site3,Day22,Female,Young,2.32,963124.8,415140
Site3,Day22,Female,Adult,2.51,405867,161700
Site3,Day22,Female,Senior,2.73,206191.44,75528
Site3,Day23,Male,Child,1.98,235200.24,118788
Site3,Day23,Male,Young,2.26,835296,369600
Site3,Day23,Male,Adult,2.45,598125.85,244133
Site3,Day23,Male,Senior,2.98,182519.04,61248
Site3,Day23,Female,Child,2.05,304220,148400
Site3,Day23,Female,Young,2.32,1210557.44,521792
Site3,Day23,Female,Adult,2.51,473744.93,188743
Site3,Day23,Female,Senior,2.73,221793.39,81243
Site3,Day24,Male,Child,1.98,284555.7,143715
Site3,Day24,Male,Young,2.26,904682.52,400302
Site3,Day24,Male,Adult,2.45,597283.05,243789
Site3,Day24,Male,Senior,2.98,183097.16,61442
Site3,Day24,Female,Child,2.05,331218.5,161570
Site3,Day24,Female,Young,2.32,1424312.96,613928
Site3,Day24,Female,Adult,2.51,539188.16,214816
Site3,Day24,Female,Senior,2.73,241332,88400
Site3,Day25,Male,Child,1.98,357374.16,180492
Site3,Day25,Male,Young,2.26,1036051.8,458430
Site3,Day25,Male,Adult,2.45,907695.6,370488
Site3,Day25,Male,Senior,2.98,294128.98,98701
Site3,Day25,Female,Child,2.05,388612.35,189567
Site3,Day25,Female,Young,2.32,1905648,821400
Site3,Day25,Female,Adult,2.51,586900.75,233825
Site3,Day25,Female,Senior,2.73,311124.45,113965
Site3,Day26,Male,Child,1.98,331752.96,167552
Site3,Day26,Male,Young,2.26,954126.8,422180
Site3,Day26,Male,Adult,2.45,639744,261120
Site3,Day26,Male,Senior,2.98,193372.2,64890
Site3,Day26,Female,Child,2.05,291551,142220
Site3,Day26,Female,Young,2.32,1347943.2,581010
Site3,Day26,Female,Adult,2.51,588785.76,234576
Site3,Day26,Female,Senior,2.73,233614.29,85573
Site3,Day27,Male,Child,1.98,500385.6,252720
Site3,Day27,Male,Young,2.26,1416070.8,626580
Site3,Day27,Male,Adult,2.45,1130929.8,461604
Site3,Day27,Male,Senior,2.98,443644.52,148874
Site3,Day27,Female,Child,2.05,536044.25,261485
Site3,Day27,Female,Young,2.32,2222467.2,957960
Site3,Day27,Female,Adult,2.51,992213.04,395304
Site3,Day27,Female,Senior,2.73,479852.1,175770
Site3,Day28,Male,Child,1.98,399336.3,201685
Site3,Day28,Male,Young,2.26,1231686.44,544994
Site3,Day28,Male,Adult,2.45,1109438.4,452832
Site3,Day28,Male,Senior,2.98,279011.44,93628
Site3,Day28,Female,Child,2.05,485173.5,236670
Site3,Day28,Female,Young,2.32,2025851.84,873212
Site3,Day28,Female,Adult,2.51,680752.16,271216
Site3,Day28,Female,Senior,2.73,387670.92,142004
Site4,Day1,Male,Child,1.98,278366.22,140589
Site4,Day1,Male,Young,2.26,703228.38,311163
Site4,Day1,Male,Adult,2.45,579564.65,236557
Site4,Day1,Male,Senior,2.98,197958.42,66429
Site4,Day1,Female,Child,2.05,245085.7,119554
Site4,Day1,Female,Young,2.32,1004671.36,433048
Site4,Day1,Female,Adult,2.51,436915.7,174070
Site4,Day1,Female,Senior,2.73,189380.1,69370
Site4,Day2,Male,Child,1.98,252277.74,127413
Site4,Day2,Male,Young,2.26,751007.04,332304
Site4,Day2,Male,Adult,2.45,659187.2,269056
Site4,Day2,Male,Senior,2.98,203253.88,68206
Site4,Day2,Female,Child,2.05,256159.8,124956
Site4,Day2,Female,Young,2.32,1071631.2,461910
Site4,Day2,Female,Adult,2.51,436928.25,174075
Site4,Day2,Female,Senior,2.73,234618.93,85941
Site4,Day3,Male,Child,1.98,326292.12,164794
Site4,Day3,Male,Young,2.26,868843.44,384444
Site4,Day3,Male,Adult,2.45,662345.25,270345
Site4,Day3,Male,Senior,2.98,238423.84,80008
Site4,Day3,Female,Child,2.05,311595.9,151998
Site4,Day3,Female,Young,2.32,1134619.2,489060
Site4,Day3,Female,Adult,2.51,536655.57,213807
Site4,Day3,Female,Senior,2.73,265055.7,97090
Site4,Day4,Male,Child,1.98,367911.72,185814
Site4,Day4,Male,Young,2.26,1117108.96,494296
Site4,Day4,Male,Adult,2.45,797460.3,325494
Site4,Day4,Male,Senior,2.98,283785.4,95230
Site4,Day4,Female,Child,2.05,373009.8,181956
Site4,Day4,Female,Young,2.32,1551263.36,668648
Site4,Day4,Female,Adult,2.51,680410.8,271080
Site4,Day4,Female,Senior,2.73,321921.6,117920
Site4,Day5,Male,Child,1.98,284359.68,143616
Site4,Day5,Male,Young,2.26,856054.1,378785
Site4,Day5,Male,Adult,2.45,668085.6,272688
Site4,Day5,Male,Senior,2.98,240816.78,80811
Site4,Day5,Female,Child,2.05,306977.25,149745
Site4,Day5,Female,Young,2.32,1296156.16,558688
Site4,Day5,Female,Adult,2.51,487002.75,194025
Site4,Day5,Female,Senior,2.73,295811.88,108356
Site4,Day6,Male,Child,1.98,495467.28,250236
Site4,Day6,Male,Young,2.26,1332568.32,589632
Site4,Day6,Male,Adult,2.45,1368398.5,558530
Site4,Day6,Male,Senior,2.98,388165.86,130257
Site4,Day6,Female,Child,2.05,470368.4,229448
Site4,Day6,Female,Young,2.32,2268913.6,977980
Site4,Day6,Female,Adult,2.51,967153.2,385320
Site4,Day6,Female,Senior,2.73,481921.44,176528
Site4,Day7,Male,Child,1.98,418358.16,211292
Site4,Day7,Male,Young,2.26,1109580.9,490965
Site4,Day7,Male,Adult,2.45,950551,387980
Site4,Day7,Male,Senior,2.98,328717.84,110308
Site4,Day7,Female,Child,2.05,505448,246560
Site4,Day7,Female,Young,2.32,1956196.16,843188
Site4,Day7,Female,Adult,2.51,777999.6,309960
Site4,Day7,Female,Senior,2.73,400403.64,146668
Site4,Day8,Male,Child,1.98,215186.4,108680
Site4,Day8,Male,Young,2.26,730025.2,323020
Site4,Day8,Male,Adult,2.45,536608.8,219024
Site4,Day8,Male,Senior,2.98,156664.56,52572
Site4,Day8,Female,Child,2.05,264554.55,129051
Site4,Day8,Female,Young,2.32,1214311.2,523410
Site4,Day8,Female,Adult,2.51,458787.84,182784
Site4,Day8,Female,Senior,2.73,204946.56,75072
Site4,Day9,Male,Child,1.98,255602.16,129092
Site4,Day9,Male,Young,2.26,738335.22,326697
Site4,Day9,Male,Adult,2.45,541378.95,220971
Site4,Day9,Male,Senior,2.98,178728.48,59976
Site4,Day9,Female,Child,2.05,250645.3,122266
Site4,Day9,Female,Young,2.32,1141138.4,491870
Site4,Day9,Female,Adult,2.51,454764.31,181181
Site4,Day9,Female,Senior,2.73,210597.66,77142
Site4,Day10,Male,Child,1.98,252671.76,127612
Site4,Day10,Male,Young,2.26,738735.24,326874
Site4,Day10,Male,Adult,2.45,596540.7,243486
Site4,Day10,Male,Senior,2.98,185415.6,62220
Site4,Day10,Female,Child,2.05,315679.5,153990
Site4,Day10,Female,Young,2.32,1188837.6,512430
Site4,Day10,Female,Adult,2.51,562982.96,224296
Site4,Day10,Female,Senior,2.73,307485.36,112632
Site4,Day11,Male,Child,1.98,422779.5,213525
Site4,Day11,Male,Young,2.26,991947.9,438915
Site4,Day11,Male,Adult,2.45,767119.5,313110
Site4,Day11,Male,Senior,2.98,304898.7,102315
Site4,Day11,Female,Child,2.05,380389.8,185556
Site4,Day11,Female,Young,2.32,1439662.08,620544
Site4,Day11,Female,Adult,2.51,624929.76,248976
Site4,Day11,Female,Senior,2.73,329112.42,120554
Site4,Day12,Male,Child,1.98,302940,153000
Site4,Day12,Male,Young,2.26,767631.6,339660
Site4,Day12,Male,Adult,2.45,746172,304560
Site4,Day12,Male,Senior,2.98,207890.76,69762
Site4,Day12,Female,Child,2.05,267475.8,130476
Site4,Day12,Female,Young,2.32,1228913.28,529704
Site4,Day12,Female,Adult,2.51,541261.42,215642
Site4,Day12,Female,Senior,2.73,243584.25,89225
Site4,Day13,Male,Child,1.98,512930.88,259056
Site4,Day13,Male,Young,2.26,1338848.86,592411
Site4,Day13,Male,Adult,2.45,1233854.3,503614
Site4,Day13,Male,Senior,2.98,419965.44,140928
Site4,Day13,Female,Child,2.05,572038.15,279043
Site4,Day13,Female,Young,2.32,2173086,936675
Site4,Day13,Female,Adult,2.51,835543.86,332886
Site4,Day13,Female,Senior,2.73,499639.14,183018
Site4,Day14,Male,Child,1.98,472527,238650
Site4,Day14,Male,Young,2.26,1154871.3,511005
Site4,Day14,Male,Adult,2.45,906108,369840
Site4,Day14,Male,Senior,2.98,305536.42,102529
Site4,Day14,Female,Child,2.05,507875.2,247744
Site4,Day14,Female,Young,2.32,1844748,795150
Site4,Day14,Female,Adult,2.51,807296.32,321632
Site4,Day14,Female,Senior,2.73,394293.9,144430
Site4,Day15,Male,Child,1.98,229608.72,115964
Site4,Day15,Male,Young,2.26,705590.08,312208
Site4,Day15,Male,Adult,2.45,566854.05,231369
Site4,Day15,Male,Senior,2.98,169153.74,56763
Site4,Day15,Female,Child,2.05,270003.45,131709
Site4,Day15,Female,Young,2.32,1081625.76,466218
Site4,Day15,Female,Adult,2.51,409255.5,163050
Site4,Day15,Female,Senior,2.73,231465.78,84786
Site4,Day16,Male,Child,1.98,252214.38,127381
Site4,Day16,Male,Young,2.26,732746.24,324224
Site4,Day16,Male,Adult,2.45,540367.1,220558
Site4,Day16,Male,Senior,2.98,214813.3,72085
Site4,Day16,Female,Child,2.05,263912.9,128738
Site4,Day16,Female,Young,2.32,1175114.8,506515
Site4,Day16,Female,Adult,2.51,458853.1,182810
Site4,Day16,Female,Senior,2.73,271252.8,99360
Site4,Day17,Male,Child,1.98,288822.6,145870
Site4,Day17,Male,Young,2.26,778050.2,344270
Site4,Day17,Male,Adult,2.45,587419.35,239763
Site4,Day17,Male,Senior,2.98,201775.8,67710
Site4,Day17,Female,Child,2.05,307377,149940
Site4,Day17,Female,Young,2.32,1136247.84,489762
Site4,Day17,Female,Adult,2.51,521354.61,207711
Site4,Day17,Female,Senior,2.73,230237.28,84336
Site4,Day18,Male,Child,1.98,353077.56,178322
Site4,Day18,Male,Young,2.26,985228.92,435942
Site4,Day18,Male,Adult,2.45,907798.5,370530
Site4,Day18,Male,Senior,2.98,280882.88,94256
Site4,Day18,Female,Child,2.05,380633.75,185675
Site4,Day18,Female,Young,2.32,1535849.28,662004
Site4,Day18,Female,Adult,2.51,673352.68,268268
Site4,Day18,Female,Senior,2.73,362726.91,132867
Site4,Day19,Male,Child,1.98,334802.16,169092
Site4,Day19,Male,Young,2.26,878254.08,388608
Site4,Day19,Male,Adult,2.45,585060,238800
Site4,Day19,Male,Senior,2.98,180230.4,60480
Site4,Day19,Female,Child,2.05,346007.2,168784
Site4,Day19,Female,Young,2.32,1252809.28,540004
Site4,Day19,Female,Adult,2.51,545894.88,217488
Site4,Day19,Female,Senior,2.73,262462.2,96140
Site4,Day20,Male,Child,1.98,481670.64,243268
Site4,Day20,Male,Young,2.26,1471712,651200
Site4,Day20,Male,Adult,2.45,1072115.1,437598
Site4,Day20,Male,Senior,2.98,378465.96,127002
Site4,Day20,Female,Child,2.05,528957.4,258028
Site4,Day20,Female,Young,2.32,2207347.76,951443
Site4,Day20,Female,Adult,2.51,984610.25,392275
Site4,Day20,Female,Senior,2.73,430908.66,157842
Site4,Day21,Male,Child,1.98,465933.6,235320
Site4,Day21,Male,Young,2.26,1206989.16,534066
Site4,Day21,Male,Adult,2.45,946645.7,386386
Site4,Day21,Male,Senior,2.98,326935.8,109710
Site4,Day21,Female,Child,2.05,445850.4,217488
Site4,Day21,Female,Young,2.32,1914677.44,825292
Site4,Day21,Female,Adult,2.51,774965.01,308751
Site4,Day21,Female,Senior,2.73,412058.01,150937
Site4,Day22,Male,Child,1.98,242084.7,122265
Site4,Day22,Male,Young,2.26,695628,307800
Site4,Day22,Male,Adult,2.45,538725.6,219888
Site4,Day22,Male,Senior,2.98,155579.84,52208
Site4,Day22,Female,Child,2.05,224147,109340
Site4,Day22,Female,Young,2.32,1112486.4,479520
Site4,Day22,Female,Adult,2.51,514713.15,205065
Site4,Day22,Female,Senior,2.73,238599.27,87399
Site4,Day23,Male,Child,1.98,258485.04,130548
Site4,Day23,Male,Young,2.26,750279.32,331982
Site4,Day23,Male,Adult,2.45,505765.75,206435
Site4,Day23,Male,Senior,2.98,199910.32,67084
Site4,Day23,Female,Child,2.05,262002.3,127806
Site4,Day23,Female,Young,2.32,1204379.28,519129
Site4,Day23,Female,Adult,2.51,464204.42,184942
Site4,Day23,Female,Senior,2.73,277247.88,101556
Site4,Day24,Male,Child,1.98,263340,133000
Site4,Day24,Male,Young,2.26,878552.4,388740
Site4,Day24,Male,Adult,2.45,688371.6,280968
Site4,Day24,Male,Senior,2.98,190779.6,64020
Site4,Day24,Female,Child,2.05,325568.7,158814
Site4,Day24,Female,Young,2.32,1192164.48,513864
Site4,Day24,Female,Adult,2.51,516136.32,205632
Site4,Day24,Female,Senior,2.73,286581.75,104975
Site4,Day25,Male,Child,1.98,312998.4,158080
Site4,Day25,Male,Young,2.26,1058697,468450
Site4,Day25,Male,Adult,2.45,739329.15,301767
Site4,Day25,Male,Senior,2.98,257775.96,86502
Site4,Day25,Female,Child,2.05,365752.8,178416
Site4,Day25,Female,Young,2.32,1593144,686700
Site4,Day25,Female,Adult,2.51,604741.83,240933
Site4,Day25,Female,Senior,2.73,331749.6,121520
Site4,Day26,Male,Child,1.98,282983.58,142921
Site4,Day26,Male,Young,2.26,837707.42,370667
Site4,Day26,Male,Adult,2.45,597488.85,243873
Site4,Day26,Male,Senior,2.98,201069.54,67473
Site4,Day26,Female,Child,2.05,352384.75,171895
Site4,Day26,Female,Young,2.32,1208218.88,520784
Site4,Day26,Female,Adult,2.51,494269.2,196920
Site4,Day26,Female,Senior,2.73,269145.24,98588
Site4,Day27,Male,Child,1.98,533174.4,269280
Site4,Day27,Male,Young,2.26,1353125.28,598728
Site4,Day27,Male,Adult,2.45,1264200,516000
Site4,Day27,Male,Senior,2.98,370458.7,124315
Site4,Day27,Female,Child,2.05,505128.2,246404
Site4,Day27,Female,Young,2.32,2018924.32,870226
Site4,Day27,Female,Adult,2.51,945780.55,376805
Site4,Day27,Female,Senior,2.73,529925.76,194112
Site4,Day28,Male,Child,1.98,420736.14,212493
Site4,Day28,Male,Young,2.26,1052750.94,465819
Site4,Day28,Male,Adult,2.45,1131900,462000
Site4,Day28,Male,Senior,2.98,295708.38,99231
Site4,Day28,Female,Child,2.05,507264.3,247446
Site4,Day28,Female,Young,2.32,1728005.6,744830
Site4,Day28,Female,Adult,2.51,744829.95,296745
Site4,Day28,Female,Senior,2.73,415183.86,152082
Site5,Day1,Male,Child,1.98,209420.64,105768
Site5,Day1,Male,Young,2.26,746812.48,330448
Site5,Day1,Male,Adult,2.45,599662,244760
Site5,Day1,Male,Senior,2.98,158524.08,53196
Site5,Day1,Female,Child,2.05,225907.95,110199
Site5,Day1,Female,Young,2.32,1135825.6,489580
Site5,Day1,Female,Adult,2.51,404709.89,161239
Site5,Day1,Female,Senior,2.73,212044.56,77672
Site5,Day2,Male,Child,1.98,250497.72,126514
Site5,Day2,Male,Young,2.26,729636.48,322848
Site5,Day2,Male,Adult,2.45,512794.8,209304
Site5,Day2,Male,Senior,2.98,171701.64,57618
Site5,Day2,Female,Child,2.05,260700.55,127171
Site5,Day2,Female,Young,2.32,1232189.12,531116
Site5,Day2,Female,Adult,2.51,539188.16,214816
Site5,Day2,Female,Senior,2.73,259699.44,95128
Site5,Day3,Male,Child,1.98,316542.6,159870
Site5,Day3,Male,Young,2.26,910328,402800
Site5,Day3,Male,Adult,2.45,707094.5,288610
Site5,Day3,Male,Senior,2.98,229668.6,77070
Site5,Day3,Female,Child,2.05,308199.05,150341
Site5,Day3,Female,Young,2.32,1323624.96,570528
Site5,Day3,Female,Adult,2.51,534087.84,212784
Site5,Day3,Female,Senior,2.73,269049.69,98553
Site5,Day4,Male,Child,1.98,380920.32,192384
Site5,Day4,Male,Young,2.26,1137078.32,503132
Site5,Day4,Male,Adult,2.45,750236.55,306219
Site5,Day4,Male,Senior,2.98,243188.86,81607
Site5,Day4,Female,Child,2.05,403981.2,197064
Site5,Day4,Female,Young,2.32,1680069.76,724168
Site5,Day4,Female,Adult,2.51,759882.42,302742
Site5,Day4,Female,Senior,2.73,369655.65,135405
Site5,Day5,Male,Child,1.98,285953.58,144421
Site5,Day5,Male,Young,2.26,722531.04,319704
Site5,Day5,Male,Adult,2.45,603868.65,246477
Site5,Day5,Male,Senior,2.98,217921.44,73128
Site5,Day5,Female,Child,2.05,302444.7,147534
Site5,Day5,Female,Young,2.32,1279480,551500
Site5,Day5,Female,Adult,2.51,491696.45,195895
Site5,Day5,Female,Senior,2.73,249147.99,91263
Site5,Day6,Male,Child,1.98,481078.62,242969
Site5,Day6,Male,Young,2.26,1371368,606800
Site5,Day6,Male,Adult,2.45,1231507.2,502656
Site5,Day6,Male,Senior,2.98,386148.4,129580
Site5,Day6,Female,Child,2.05,569092.3,277606
Site5,Day6,Female,Young,2.32,2424794.4,1045170
Site5,Day6,Female,Adult,2.51,1025631.18,408618
Site5,Day6,Female,Senior,2.73,519450.75,190275
Site5,Day7,Male,Child,1.98,450311.4,227430
Site5,Day7,Male,Young,2.26,1237892.4,547740
Site5,Day7,Male,Adult,2.45,912210.95,372331
Site5,Day7,Male,Senior,2.98,331441.56,111222
Site5,Day7,Female,Child,2.05,434313,211860
Site5,Day7,Female,Young,2.32,1773892.88,764609
Site5,Day7,Female,Adult,2.51,719767.6,286760
Site5,Day7,Female,Senior,2.73,450897.72,165164
Site5,Day8,Male,Child,1.98,229780.98,116051
Site5,Day8,Male,Young,2.26,634081.42,280567
Site5,Day8,Male,Adult,2.45,546604.8,223104
Site5,Day8,Male,Senior,2.98,183651.44,61628
Site5,Day8,Female,Child,2.05,248341.1,121142
Site5,Day8,Female,Young,2.32,1009464.48,435114
Site5,Day8,Female,Adult,2.51,416690.12,166012
Site5,Day8,Female,Senior,2.73,206183.25,75525
Site5,Day9,Male,Child,1.98,266880.24,134788
Site5,Day9,Male,Young,2.26,709847.92,314092
Site5,Day9,Male,Adult,2.45,540421,220580
Site5,Day9,Male,Senior,2.98,184083.54,61773
Site5,Day9,Female,Child,2.05,280052.55,136611
Site5,Day9,Female,Young,2.32,1235810.64,532677
Site5,Day9,Female,Adult,2.51,483175,192500
Site5,Day9,Female,Senior,2.73,223649.79,81923
Site5,Day10,Male,Child,1.98,289935.36,146432
Site5,Day10,Male,Young,2.26,864811.6,382660
